date,open,high,low,close,volume
2015-06-04,537.76,540.59,534.32,536.7,1348337
2015-06-05,536.35,537.2,532.52,533.33,1388220
2015-06-08,533.31,534.12,526.24,526.83,1524139
2015-06-09,527.56,529.2,523.01,526.69,1455266
2015-06-10,529.36,538.36,529.35,536.69,1814958
2015-06-11,538.42,538.98,533.02,534.61,1217536
2015-06-12,531.6,533.12,530.16,532.33,955789
2015-06-15,528.0,528.3,524.0,527.2,1632702
2015-06-16,528.4,529.64,525.56,528.15,1071814
2015-06-17,529.37,530.98,525.1,529.26,1294216
2015-06-18,531.0,538.15,530.79,536.73,1833109
2015-06-19,537.21,538.25,533.01,536.69,1893497
2015-06-22,539.59,543.74,537.53,538.19,1250282
2015-06-23,539.64,541.5,535.25,540.48,1197450
2015-06-24,540.0,540.0,535.66,537.84,1286608
2015-06-25,538.87,540.9,535.23,535.23,1335697
2015-06-26,537.26,537.76,531.35,531.69,2109130
2015-06-29,525.01,528.61,520.54,521.52,1937821
2015-06-30,526.02,526.25,520.5,520.51,2235595
2015-07-01,524.73,525.69,518.23,521.84,1961354
2015-07-02,521.08,524.65,521.08,523.4,1235903
2015-07-06,519.5,525.25,519.0,522.86,1280525
2015-07-07,523.13,526.18,515.18,525.02,1597229
2015-07-08,521.05,522.73,516.11,516.83,1296699
2015-07-09,523.12,523.77,520.35,520.68,1842347
2015-07-10,526.29,532.56,525.55,530.13,1956682
2015-07-13,532.88,547.11,532.4,546.55,2206475
2015-07-14,546.76,565.85,546.71,561.1,3244066
2015-07-15,560.13,566.5,556.79,560.22,1784554
2015-07-16,565.12,580.68,565.0,579.85,4768318
2015-07-17,649.0,674.47,645.0,672.93,11164943
2015-07-20,659.24,668.88,653.01,663.02,5860872
2015-07-21,655.21,673.0,654.3,662.3,3377196
2015-07-22,660.89,678.64,659.0,662.1,3929309
2015-07-23,661.27,663.63,641.0,644.28,3029109
2015-07-24,647.0,648.17,622.52,623.56,3625747
2015-07-27,621.0,634.3,620.5,627.26,2675381
2015-07-28,632.83,632.83,623.31,628.0,1727327
2015-07-29,628.8,633.36,622.65,631.93,1575069
2015-07-30,630.0,635.22,622.05,632.59,1474203
2015-07-31,631.38,632.91,625.5,625.61,1706149
2015-08-03,625.34,633.06,625.34,631.21,1304511
2015-08-04,628.42,634.81,627.16,629.25,1490881
2015-08-05,634.33,647.86,633.16,643.78,2334266
2015-08-06,645.0,645.38,632.25,642.68,1572600
2015-08-07,640.23,642.68,629.71,635.3,1403865
2015-08-10,639.48,643.44,631.25,633.73,1809205
2015-08-11,669.2,674.9,654.27,660.78,5029203
2015-08-12,663.08,665.0,652.29,659.56,2940803
2015-08-13,659.32,664.5,651.66,656.45,1810749
2015-08-14,655.01,659.86,652.66,657.12,1072061
2015-08-17,656.8,661.38,651.24,660.87,1051699
2015-08-18,661.9,664.0,653.46,656.13,1456059
2015-08-19,656.6,667.0,654.19,660.9,2134098
2015-08-20,655.46,662.99,642.9,646.83,2855299
2015-08-21,639.78,640.05,612.33,612.48,4265183
2015-08-24,573.0,614.0,565.05,589.61,5770302
2015-08-25,614.91,617.45,581.11,582.06,3537966
2015-08-26,610.35,631.71,599.05,628.62,4235891
2015-08-27,639.4,643.59,622.0,637.61,3491336
2015-08-28,632.82,636.88,624.56,630.38,1978733
2015-08-31,627.54,635.8,617.68,618.25,2176737
2015-09-01,602.36,612.86,594.1,597.79,3702105
2015-09-02,605.59,614.34,599.71,614.34,2575620
2015-09-03,617.0,619.71,602.82,606.25,1759572
2015-09-04,600.0,603.47,595.25,600.7,2089453
2015-09-08,612.49,616.31,604.12,614.66,2279538
2015-09-09,621.22,626.52,609.6,612.72,1702094
2015-09-10,613.1,624.16,611.43,621.35,1900526
2015-09-11,619.75,625.78,617.42,625.77,1373545
2015-09-14,625.7,625.86,619.43,623.24,1702271
2015-09-15,626.7,638.7,623.78,635.14,2084397
2015-09-16,635.47,637.95,632.32,635.98,1286454
2015-09-17,637.79,650.9,635.02,642.9,2274690
2015-09-18,636.79,640.0,627.02,629.25,5133386
2015-09-21,634.4,636.49,625.94,635.44,1788506
2015-09-22,627.0,627.55,615.43,622.69,2562869
2015-09-23,622.05,628.93,620.0,622.36,1470949
2015-09-24,616.64,627.32,612.4,625.8,2240098
2015-09-25,629.77,629.77,611.0,611.97,2174009
2015-09-28,610.34,614.6,589.38,594.89,3127667
2015-09-29,597.28,605.0,590.22,594.97,2310284
2015-09-30,603.28,608.76,600.73,608.42,2413441
2015-10-01,608.37,612.09,599.85,611.29,1867601
2015-10-02,607.2,627.34,603.13,626.91,2684805
2015-10-06,638.84,649.25,636.53,645.44,2166264
2015-10-12,642.09,648.5,639.01,646.67,1276134
2015-10-13,643.15,657.81,643.15,652.3,1807685
2015-10-14,653.21,659.39,648.85,651.16,1415468
2015-10-15,654.66,663.13,654.46,661.74,1885737
2015-10-16,664.11,664.97,657.2,662.2,1611128
2015-10-19,661.18,666.82,659.58,666.1,1477340
2015-10-20,664.04,664.72,644.2,650.28,2498215
2015-10-21,654.15,655.87,641.73,642.61,1794172
2015-10-22,646.7,657.8,644.01,651.79,4070954
2015-10-23,727.5,730.0,701.5,702.0,6653923
2015-10-26,701.55,719.15,701.26,712.78,2716615
2015-10-27,707.38,713.62,704.55,708.49,2245796
2015-10-28,707.33,712.98,703.08,712.95,2178917
2015-10-29,710.5,718.26,710.01,716.92,1455965
2015-10-30,715.73,718.0,710.05,710.81,1908774
2015-11-02,711.06,721.62,705.85,721.11,1886250
2015-11-03,718.86,724.65,714.72,722.16,1565379
2015-11-04,722.0,733.1,721.9,728.11,1706700
2015-11-05,729.47,739.48,729.47,731.25,1861550
2015-11-06,731.5,735.41,727.01,733.76,1511599
2015-11-09,730.2,734.71,719.43,724.89,2069807
2015-11-10,724.4,730.59,718.5,728.32,1607994
2015-11-11,732.46,741.0,730.23,735.4,1366995
2015-11-12,731.0,737.8,728.64,731.23,1837154
2015-11-13,729.17,731.15,716.73,717.0,2075504
2015-11-16,715.6,729.49,711.33,728.96,1905893
2015-11-17,729.29,731.84,723.03,725.3,1510903
2015-11-18,727.58,741.41,727.0,740.0,1684259
2015-11-19,738.74,742.0,737.43,738.41,1327879
2015-11-20,746.53,757.92,743.0,756.6,2213284
2015-11-23,757.45,762.71,751.82,755.98,1415385
2015-11-24,752.0,755.28,737.63,748.28,2334197
2015-11-25,748.14,752.0,746.06,748.15,1122224
2015-11-27,748.46,753.41,747.49,750.26,838528
2015-11-30,748.81,754.93,741.27,742.6,2097624
2015-12-01,747.11,768.95,746.7,767.04,2134621
2015-12-02,768.9,775.96,758.96,762.38,2230373
2015-12-03,766.01,769.0,745.63,752.54,2590641
2015-12-04,753.1,768.49,750.0,766.81,2757283
2015-12-07,767.77,768.73,755.09,763.25,1812314
2015-12-08,757.89,764.8,754.2,762.37,1829475
2015-12-09,759.17,764.23,737.0,751.61,2699990
2015-12-10,752.85,755.85,743.83,749.46,1988380
2015-12-11,741.16,745.71,736.75,738.87,2224410
2015-12-14,741.79,748.73,724.17,747.77,2412497
2015-12-15,753.0,758.08,743.01,743.4,2666229
2015-12-16,750.0,760.59,739.44,758.09,1993251
2015-12-17,762.42,762.68,749.0,749.43,1553418
2015-12-18,746.51,754.13,738.15,739.31,3148743
2015-12-21,746.13,750.0,740.0,747.77,1525703
2015-12-22,751.65,754.85,745.53,750.0,1365520
2015-12-23,753.47,754.21,744.0,750.31,1566726
2015-12-24,749.55,751.35,746.62,748.4,527223
2015-12-28,752.92,762.99,749.52,762.51,1515716
2015-12-29,766.69,779.98,766.43,776.6,1765012
2015-12-30,776.6,777.6,766.9,771.0,1293521
2015-12-31,769.5,769.5,758.34,758.88,1500923
2016-01-04,743.0,744.06,731.26,741.84,3258199
2016-01-05,746.45,752.0,738.64,742.58,1950691
2016-01-06,730.0,747.18,728.92,743.62,1947034
2016-01-07,730.31,738.5,719.06,726.39,2963741
2016-01-08,731.45,733.23,713.0,714.47,2450857
2016-01-11,716.61,718.86,703.54,716.03,2090621
2016-01-12,721.68,728.75,717.32,726.07,2024509
2016-01-13,730.85,734.74,698.61,700.56,2468295
2016-01-14,705.38,721.92,689.1,714.72,2211853
2016-01-15,692.29,706.74,685.37,694.45,3592449
2016-01-19,703.3,709.98,693.41,701.79,2258479
2016-01-20,688.61,706.85,673.26,698.45,3439386
2016-01-21,702.18,719.19,694.46,706.59,2410263
2016-01-22,723.6,728.13,720.12,725.25,2006528
2016-01-25,723.58,729.68,710.01,711.67,1704641
2016-01-26,713.85,718.28,706.48,713.04,1324300
2016-01-27,713.67,718.24,694.39,699.99,2139970
2016-01-28,722.22,733.69,712.35,730.96,2658016
2016-01-29,731.53,744.99,726.8,742.95,3394935
2016-02-01,750.46,757.86,743.27,752.0,4801816
2016-02-02,784.5,789.87,764.65,764.65,6332431
2016-02-03,770.22,774.5,720.5,726.95,6162333
2016-02-04,722.81,727.0,701.86,708.01,5145855
2016-02-05,703.87,703.99,680.15,683.57,5069985
2016-02-08,667.85,684.03,663.06,682.74,4212541
