date,open,high,low,close,volume
2015-01-02,92.25,93.05,91.81,92.83,10220410
2015-01-05,92.1,92.4,89.5,90.29,18502381
2015-01-06,90.24,91.41,89.02,89.81,16670713
2015-01-07,90.65,91.48,90.0,90.72,13590721
2015-01-08,91.25,92.27,91.0,92.23,15487496
2015-01-09,92.3,92.78,91.37,92.1,14488415
2015-01-12,91.24,91.34,89.82,90.33,15176303
2015-01-13,90.88,91.43,89.11,90.0,17469028
2015-01-14,88.95,89.89,87.26,89.74,23272056
2015-01-15,90.43,90.66,88.51,88.96,18759590
2015-01-16,88.98,91.19,88.98,91.12,17713093
2015-01-20,91.14,91.78,90.38,91.09,16760994
2015-01-21,91.74,91.99,91.01,91.87,14276380
2015-01-22,92.31,92.97,91.32,92.87,13558953
2015-01-23,92.28,92.48,90.78,90.89,14706313
2015-01-26,90.61,91.94,90.47,91.76,10672507
2015-01-27,91.24,91.6,90.6,90.95,12301462
2015-01-28,90.88,90.93,87.82,87.95,17829700
2015-01-29,88.22,88.26,86.03,87.58,22682981
2015-01-30,87.16,88.42,86.25,87.42,22679947
2015-02-02,87.85,89.59,87.5,89.58,20306347
2015-02-03,90.9,92.33,90.81,92.25,21900857
2015-02-04,91.64,92.27,90.51,91.46,19632169
2015-02-05,92.39,92.54,91.7,92.36,12809028
2015-02-06,92.1,92.28,90.96,91.5,12331189
2015-02-09,91.4,92.29,91.24,91.56,11360679
2015-02-10,91.74,91.74,90.3,91.01,12952873
2015-02-11,90.02,90.83,89.79,90.6,12240595
2015-02-12,91.46,92.66,91.02,92.37,14842992
2015-02-13,92.7,93.45,92.28,93.37,12060981
2015-02-17,92.75,93.07,92.29,93.05,11758746
2015-02-18,91.99,91.99,90.39,91.01,19177925
2015-02-19,89.64,90.42,88.58,89.44,19350556
2015-02-20,89.4,89.94,88.85,89.92,15959865
2015-02-23,89.26,89.55,88.74,89.01,12771790
2015-02-24,89.33,89.78,89.13,89.42,9990726
2015-02-25,89.57,89.7,89.08,89.6,9925652
2015-02-26,89.13,89.18,88.08,88.65,13984008
2015-02-27,88.89,89.28,88.34,88.54,13090560
2015-03-02,88.34,88.52,87.35,88.04,13793671
2015-03-03,87.93,88.02,87.13,87.62,13493839
2015-03-04,87.96,87.96,86.93,87.18,13467554
